Time,Source,Destination,Protocol,Length
1775493169.070364,185.199.111.154,192.168.31.42,6,1316
1775493169.0743647,185.199.111.154,192.168.31.42,6,1316
1775493169.0763614,192.168.31.42,185.199.111.154,6,54
1775493169.080366,185.199.111.154,192.168.31.42,6,1316
1775493169.0833673,185.199.111.154,192.168.31.42,6,1316
1775493169.0863655,185.199.111.154,192.168.31.42,6,1316
1775493169.0883663,185.199.111.154,192.168.31.42,6,1316
1775493169.0913646,185.199.111.154,192.168.31.42,6,1316
1775493169.0943663,185.199.111.154,192.168.31.42,6,1316
1775493169.0973644,185.199.111.154,192.168.31.42,6,1316
1775493169.100366,192.168.31.42,185.199.111.154,6,54
1775493169.1033647,185.199.111.154,192.168.31.42,6,1316
1775493169.1053665,185.199.111.154,192.168.31.42,6,1316
1775493169.1093621,185.199.111.154,192.168.31.42,6,1316
1775493169.1093621,185.199.111.154,192.168.31.42,6,1316
1775493169.114362,192.168.31.42,185.199.111.154,6,54
1775493169.1163597,185.199.111.154,192.168.31.42,6,1316
1775493169.1203659,192.168.31.42,185.199.111.154,17,1292
1775493169.1213639,185.199.111.154,192.168.31.42,6,1316
1775493169.1243632,192.168.31.42,185.199.111.154,17,1292
1775493169.1253633,185.199.111.154,192.168.31.42,6,1316
1775493169.1323602,185.199.111.154,192.168.31.42,6,1316
1775493169.1303668,185.199.111.154,192.168.31.42,6,1316
1775493169.136364,185.199.111.154,192.168.31.42,6,1316
1775493169.1373653,185.199.111.154,192.168.31.42,6,1316
1775493169.1413634,185.199.111.154,192.168.31.42,6,1316
1775493169.1413634,185.199.111.154,192.168.31.42,6,1316
1775493169.1463635,185.199.111.154,192.168.31.42,6,1316
1775493169.1513636,192.168.31.42,185.199.111.154,6,54
1775493169.1523662,192.168.31.42,185.199.111.154,6,54
1775493169.1563656,185.199.111.154,192.168.31.42,6,1316
1775493169.1563656,185.199.111.154,192.168.31.42,6,1316
1775493169.1603642,185.199.111.154,192.168.31.42,6,1316
1775493169.1613653,185.199.111.154,192.168.31.42,6,1316
1775493169.1653645,185.199.111.154,192.168.31.42,6,1316
1775493169.1663644,192.168.31.42,185.199.111.154,6,146
1775493169.1703668,185.199.111.154,192.168.31.42,6,1316
1775493169.172367,192.168.31.42,185.199.111.154,6,54
1775493169.1743631,185.199.111.154,192.168.31.42,6,1316
1775493169.1763623,192.168.31.42,185.199.111.154,6,500
1775493169.1833637,185.199.111.154,192.168.31.42,6,1316
1775493169.1793625,185.199.111.154,192.168.31.42,6,1316
1775493169.1883607,185.199.111.154,192.168.31.42,6,1316
1775493169.1883607,192.168.31.42,185.199.111.154,6,54
1775493169.192363,185.199.111.154,192.168.31.42,6,1316
1775493169.1933637,185.199.111.154,192.168.31.42,6,1316
1775493169.198365,185.199.111.154,192.168.31.42,6,1316
1775493169.2003648,185.199.111.154,192.168.31.42,6,1316
1775493169.2033644,185.199.111.154,192.168.31.42,6,1316
1775493169.2053666,185.199.111.154,192.168.31.42,6,1316
1775493169.208364,185.199.111.154,192.168.31.42,6,1316
1775493169.2103636,185.199.111.154,192.168.31.42,6,1316
1775493169.2143645,185.199.111.154,192.168.31.42,6,1316
1775493169.2153647,185.199.111.154,192.168.31.42,6,1316
1775493169.2193644,185.199.111.154,192.168.31.42,6,1316
1775493169.2203646,185.199.111.154,192.168.31.42,6,1316
1775493169.224363,185.199.111.154,192.168.31.42,6,1316
1775493169.229364,192.168.31.42,185.199.111.154,6,54
1775493169.2303634,185.199.111.154,192.168.31.42,6,1316
1775493169.2333648,185.199.111.154,192.168.31.42,6,1316
1775493169.2343662,192.168.31.42,185.199.111.154,6,54
1775493169.2383637,185.199.111.154,192.168.31.42,6,1316
1775493169.2403646,185.199.111.154,192.168.31.42,6,1316
1775493169.2423632,185.199.111.154,192.168.31.42,6,1316
1775493169.2463634,185.199.111.154,192.168.31.42,6,1316
1775493169.2483637,185.199.111.154,192.168.31.42,6,1316
1775493169.251364,185.199.111.154,192.168.31.42,6,1316
1775493169.2523632,185.199.111.154,192.168.31.42,6,1316
1775493169.2563653,192.168.31.42,185.199.111.154,6,54
1775493169.2573638,185.199.111.154,192.168.31.42,6,1316
1775493169.2623625,185.199.111.154,192.168.31.42,6,1316
1775493169.2613616,185.199.111.154,192.168.31.42,6,1316
1775493169.2663634,192.168.31.42,185.199.111.154,6,54
1775493169.2673635,185.199.111.154,192.168.31.42,6,1316
1775493169.2713625,192.168.31.42,185.199.111.154,17,1292
1775493169.272363,185.199.111.154,192.168.31.42,6,1316
1775493169.276363,192.168.31.42,185.199.111.154,17,1292
1775493169.276363,185.199.111.154,192.168.31.42,6,1316
1775493169.2813618,185.199.111.154,192.168.31.42,6,1316
1775493169.2813618,185.199.111.154,192.168.31.42,6,1316
1775493169.2853622,185.199.111.154,192.168.31.42,6,1316
1775493169.2903626,185.199.111.154,192.168.31.42,6,1316
1775493169.2903626,185.199.111.154,192.168.31.42,6,1316
1775493169.2963636,185.199.111.154,192.168.31.42,6,1316
1775493169.2963636,185.199.111.154,192.168.31.42,6,1316
1775493169.3013647,192.168.31.42,185.199.111.154,6,54

1775493169.3053617,192.168.31.42,185.199.111.154,6,54
1775493169.306364,185.199.111.154,192.168.31.42,6,1316
1775493169.311363,185.199.111.154,192.168.31.42,6,1316

1775493169.3163629,192.168.31.42,185.199.111.154,6,146
1775493169.3163629,185.199.111.154,192.168.31.42,6,1316
1775493169.3213637,185.199.111.154,192.168.31.42,6,1316
1775493169.3203626,192.168.31.42,185.199.111.154,6,54
1775493169.3263628,185.199.111.154,192.168.31.42,6,1316
1775493169.3263628,192.168.31.42,185.199.111.154,6,500
1775493169.3313644,185.199.111.154,192.168.31.42,6,1316
1775493169.3333642,185.199.111.154,192.168.31.42,6,1316
1775493169.3363636,185.199.111.154,192.168.31.42,6,1316
1775493169.3373637,185.199.111.154,192.168.31.42,6,1316
1775493169.3413632,185.199.111.154,192.168.31.42,6,1316
1775493169.3423629,185.199.111.154,192.168.31.42,6,1316
1775493169.3483613,185.199.111.154,192.168.31.42,6,1316
1775493169.3493657,185.199.111.154,192.168.31.42,6,1316
1775493169.3533635,185.199.111.154,192.168.31.42,6,1316
1775493169.3533635,185.199.111.154,192.168.31.42,6,1316
1775493169.3573651,185.199.111.154,192.168.31.42,6,1316
1775493169.359367,185.199.111.154,192.168.31.42,6,1316
1775493169.3653655,185.199.111.154,192.168.31.42,6,1316
1775493169.3673651,185.199.111.154,192.168.31.42,6,1316
1775493169.3703618,185.199.111.154,192.168.31.42,6,1316
1775493169.3723614,185.199.111.154,192.168.31.42,6,1316
1775493169.3773627,185.199.111.154,192.168.31.42,6,1316
1775493169.378364,185.199.111.154,192.168.31.42,6,1316
1775493169.3853626,185.199.111.154,192.168.31.42,6,1316
1775493169.3913639,185.199.111.154,192.168.31.42,6,1316
1775493169.3933625,185.199.111.154,192.168.31.42,6,1316
1775493169.4003634,185.199.111.154,192.168.31.42,6,1316
1775493169.4083643,192.168.31.42,185.199.111.154,6,54
1775493169.402362,192.168.31.42,185.199.111.154,6,54
1775493169.4153664,185.199.111.154,192.168.31.42,6,1316
1775493169.421363,185.199.111.154,192.168.31.42,6,1316
1775493169.421363,185.199.111.154,192.168.31.42,6,1316
1775493169.4253652,185.199.111.154,192.168.31.42,6,1316
1775493169.431363,185.199.111.154,192.168.31.42,6,1316
1775493169.4373639,192.168.31.42,185.199.111.154,6,54
1775493169.4263632,185.199.111.154,192.168.31.42,6,1316
1775493169.444368,185.199.111.154,192.168.31.42,6,1316
1775493169.4693594,185.199.111.154,192.168.31.42,6,1316
1775493169.4583597,185.199.111.154,192.168.31.42,6,1316
1775493169.4773617,192.168.31.42,185.199.111.154,6,54
1775493169.4843636,185.199.111.154,192.168.31.42,6,1316
1775493169.4893632,185.199.111.154,192.168.31.42,6,1316
1775493169.4943647,192.168.31.42,185.199.111.154,6,54
1775493169.4853625,185.199.111.154,192.168.31.42,6,1316
1775493169.500365,185.199.111.154,192.168.31.42,6,1316
1775493169.5023623,185.199.111.154,192.168.31.42,6,1316
1775493169.5063627,185.199.111.154,192.168.31.42,6,1316
1775493169.5063627,185.199.111.154,192.168.31.42,6,1316
1775493169.51036,192.168.31.42,185.199.111.154,6,54
1775493169.5113626,185.199.111.154,192.168.31.42,6,1316
1775493169.517365,185.199.111.154,192.168.31.42,6,1316
1775493169.5223632,185.199.111.154,192.168.31.42,6,1316
1775493169.527363,185.199.111.154,192.168.31.42,6,1316
1775493169.527363,185.199.111.154,192.168.31.42,6,1316
1775493169.5333643,192.168.31.42,185.199.111.154,6,54
1775493169.538363,185.199.111.154,192.168.31.42,6,1316
1775493169.5433629,185.199.111.154,192.168.31.42,6,1316
1775493169.5433629,185.199.111.154,192.168.31.42,6,1316
1775493169.5503633,185.199.111.154,192.168.31.42,6,1316
1775493169.554362,185.199.111.154,192.168.31.42,6,1316
1775493169.5593617,192.168.31.42,185.199.111.154,6,54

1775493169.5663633,185.199.111.154,192.168.31.42,6,1316
1775493169.5663633,185.199.111.154,192.168.31.42,6,1316
1775493169.5703633,192.168.31.42,185.199.111.154,6,54
1775493169.5713658,185.199.111.154,192.168.31.42,6,1316
1775493169.574364,185.199.111.154,192.168.31.42,6,1316
1775493169.5763633,185.199.111.154,192.168.31.42,6,1316
1775493169.583363,185.199.111.154,192.168.31.42,6,1316
1775493169.588363,185.199.111.154,192.168.31.42,6,1316
1775493169.588363,185.199.111.154,192.168.31.42,6,1316
1775493169.5943632,185.199.111.154,192.168.31.42,6,1316
1775493169.6013644,185.199.111.154,192.168.31.42,6,1316
1775493169.6013644,185.199.111.154,192.168.31.42,6,1316
1775493169.6053686,185.199.111.154,192.168.31.42,6,1316
1775493169.606364,185.199.111.154,192.168.31.42,6,1316
1775493169.610366,185.199.111.154,192.168.31.42,6,1316
1775493169.6113675,185.199.111.154,192.168.31.42,6,1316
1775493169.6183624,185.199.111.154,192.168.31.42,6,1316
1775493169.6213703,192.168.31.42,185.199.111.154,6,54
1775493169.622363,185.199.111.154,192.168.31.42,6,1316
1775493169.6263628,185.199.111.154,192.168.31.42,6,1316
1775493169.6283624,185.199.111.154,192.168.31.42,6,1316
1775493169.6343617,185.199.111.154,192.168.31.42,6,1316
1775493169.6383631,185.199.111.154,192.168.31.42,6,1316
1775493169.643365,192.168.31.42,185.199.111.154,6,54
1775493169.6443667,192.168.31.42,185.199.111.154,6,54
1775493169.650363,185.199.111.154,192.168.31.42,6,1316
1775493169.6533623,185.199.111.154,192.168.31.42,6,1316
1775493169.6563659,185.199.111.154,192.168.31.42,6,1316
1775493169.659365,185.199.111.154,192.168.31.42,6,1316
1775493169.6603613,192.168.31.42,185.199.111.154,6,54
1775493169.666362,185.199.111.154,192.168.31.42,6,1316
1775493169.667365,185.199.111.154,192.168.31.42,6,1316
1775493169.670363,192.168.31.42,185.199.111.154,6,54
1775493169.6723633,185.199.111.154,192.168.31.42,6,1316
1775493169.6763675,185.199.111.154,192.168.31.42,6,1316
1775493169.6763675,192.168.31.42,185.199.111.154,6,54
1775493169.6823647,185.199.111.154,192.168.31.42,6,1316
1775493169.6833642,185.199.111.154,192.168.31.42,6,1316
1775493169.6883643,185.199.111.154,192.168.31.42,6,1316
1775493169.6883643,185.199.111.154,192.168.31.42,6,1316
1775493169.693368,185.199.111.154,192.168.31.42,6,1316
1775493169.693368,185.199.111.154,192.168.31.42,6,1316
1775493169.699363,192.168.31.42,185.199.111.154,6,54
1775493169.7003627,185.199.111.154,192.168.31.42,6,1316
1775493169.7053654,192.168.31.42,185.199.111.154,6,54

1775493169.7093644,185.199.111.154,192.168.31.42,6,1316
1775493169.715364,185.199.111.154,192.168.31.42,6,1316
1775493169.7203639,185.199.111.154,192.168.31.42,6,1316
1775493169.7203639,185.199.111.154,192.168.31.42,6,1316
1775493169.7253644,192.168.31.42,185.199.111.154,6,54
1775493169.7253644,185.199.111.154,192.168.31.42,6,1316
1775493169.7303636,185.199.111.154,192.168.31.42,6,1316
1775493169.7313628,185.199.111.154,192.168.31.42,6,1316
1775493169.7353632,185.199.111.154,192.168.31.42,6,1316
1775493169.736364,185.199.111.154,192.168.31.42,6,1316
1775493169.7403638,192.168.31.42,185.199.111.154,6,54
1775493169.741362,185.199.111.154,192.168.31.42,6,1316
1775493169.7463639,185.199.111.154,192.168.31.42,6,1316
1775493169.7463639,185.199.111.154,192.168.31.42,6,1316
1775493169.7513645,185.199.111.154,192.168.31.42,6,1316
1775493169.7563632,185.199.111.154,192.168.31.42,6,1316
1775493169.7613645,185.199.111.154,192.168.31.42,6,1316
1775493169.7613645,185.199.111.154,192.168.31.42,6,1316
1775493169.7673643,185.199.111.154,192.168.31.42,6,1316
1775493169.7673643,185.199.111.154,192.168.31.42,6,1316
1775493169.7733643,185.199.111.154,192.168.31.42,6,1316
1775493169.7713661,185.199.111.154,192.168.31.42,6,1316
1775493169.783366,192.168.31.42,185.199.111.154,6,54
1775493169.7903643,185.199.111.154,192.168.31.42,6,1316
1775493169.787366,185.199.111.154,192.168.31.42,6,1316
1775493169.7983632,185.199.111.154,192.168.31.42,6,1316
1775493169.8023634,192.168.31.42,185.199.111.154,6,54
1775493169.8043659,192.168.31.42,185.199.111.154,6,54
1775493169.8103867,192.168.31.42,185.199.111.154,6,54
1775493169.8143697,185.199.111.154,192.168.31.42,6,1316
1775493169.818365,185.199.111.154,192.168.31.42,6,1316
1775493169.819364,185.199.111.154,192.168.31.42,6,1316
1775493169.8243618,185.199.111.154,192.168.31.42,6,1316
1775493169.8283608,185.199.111.154,192.168.31.42,6,1316
1775493169.8293633,185.199.111.154,192.168.31.42,6,1316
1775493169.8353617,185.199.111.154,192.168.31.42,6,1316
1775493169.8353617,192.168.31.42,185.199.111.154,6,54
1775493169.839362,192.168.31.42,185.199.111.154,6,54
1775493169.840363,185.199.111.154,192.168.31.42,6,1316
1775493169.8443635,185.199.111.154,192.168.31.42,6,1316
1775493169.8463693,185.199.111.154,192.168.31.42,6,1316
1775493169.8503625,140.82.112.22,192.168.31.42,6,66
1775493169.8523638,185.199.111.154,192.168.31.42,6,1316
1775493169.856366,192.168.31.42,140.82.112.22,6,54
1775493169.858363,185.199.111.154,192.168.31.42,6,1316
1775493169.8663645,185.199.111.154,192.168.31.42,6,1316
1775493169.868363,192.168.31.42,140.82.112.22,6,1336
1775493169.8773623,185.199.111.154,192.168.31.42,6,1316
1775493169.884363,192.168.31.42,140.82.112.22,6,502
1775493169.9203625,192.168.31.42,185.199.111.154,6,54
1775493169.9203625,185.199.111.154,192.168.31.42,6,1316
1775493169.9283636,192.168.31.42,185.199.111.154,6,54
1775493169.9333625,185.199.111.154,192.168.31.42,6,1316
1775493169.9363654,185.199.111.154,192.168.31.42,6,1316
1775493169.9403644,192.168.31.42,185.199.111.154,6,54
1775493169.9423618,185.199.111.154,192.168.31.42,6,1316
1775493169.9513652,185.199.111.154,192.168.31.42,6,1316
1775493169.9573622,185.199.111.154,192.168.31.42,6,1316
1775493169.9573622,185.199.111.154,192.168.31.42,6,1316
1775493169.9663882,185.199.111.154,192.168.31.42,6,1316
1775493169.965369,185.199.111.154,192.168.31.42,6,1316
1775493170.0253675,185.199.111.154,192.168.31.42,6,1316
1775493170.0373669,185.199.111.154,192.168.31.42,6,1316
1775493170.0263655,185.199.111.154,192.168.31.42,6,1316
1775493170.042363,192.168.31.42,185.199.111.154,6,54
1775493170.0553603,185.199.111.154,192.168.31.42,6,1316
1775493170.071359,192.168.31.42,185.199.111.154,6,54
1775493170.0613601,185.199.111.154,192.168.31.42,6,1316
1775493170.1223662,185.199.111.154,192.168.31.42,6,1316
1775493170.121367,185.199.111.154,192.168.31.42,6,1316
1775493170.1323617,185.199.111.154,192.168.31.42,6,1316
1775493170.1373818,185.199.111.154,192.168.31.42,6,1316
1775493170.1413643,185.199.111.154,192.168.31.42,6,1316
1775493170.143367,192.168.31.42,185.199.111.154,6,54
1775493170.1523626,185.199.111.154,192.168.31.42,6,1316
1775493170.1553638,185.199.111.154,192.168.31.42,6,1316
1775493170.166364,185.199.111.154,192.168.31.42,6,1316
1775493170.1853662,185.199.111.154,192.168.31.42,6,1316
1775493170.1853662,185.199.111.154,192.168.31.42,6,1316
1775493170.191363,185.199.111.154,192.168.31.42,6,1316
1775493170.191363,192.168.31.42,185.199.111.154,6,54
1775493170.2023644,185.199.111.154,192.168.31.42,6,1316
1775493170.2043636,185.199.111.154,192.168.31.42,6,1316
1775493170.2093668,185.199.111.154,192.168.31.42,6,1316
1775493170.2083669,192.168.31.42,185.199.111.154,6,54
1775493170.2173684,185.199.111.154,192.168.31.42,6,1316
1775493170.2193627,185.199.111.154,192.168.31.42,6,1316
1775493170.239361,185.199.111.154,192.168.31.42,6,1316
1775493170.2403638,185.199.111.154,192.168.31.42,6,1316
1775493170.244363,185.199.111.154,192.168.31.42,6,1316
1775493170.2513626,185.199.111.154,192.168.31.42,6,1316
1775493170.2513626,185.199.111.154,192.168.31.42,6,1316
1775493170.2573647,185.199.111.154,192.168.31.42,6,1316
1775493170.2573647,185.199.111.154,192.168.31.42,6,1316
1775493170.268362,185.199.111.154,192.168.31.42,6,1316
1775493170.2663639,192.168.31.42,185.199.111.154,6,54
1775493170.2773638,185.199.111.154,192.168.31.42,6,1316
1775493170.2793612,192.168.31.42,185.199.111.154,6,54
1775493170.2883615,185.199.111.154,192.168.31.42,6,1316
1775493170.2933652,192.168.31.42,185.199.111.154,6,54
1775493170.2933652,185.199.111.154,192.168.31.42,6,1316
1775493170.3003628,185.199.111.154,192.168.31.42,6,1316
1775493170.3013642,185.199.111.154,192.168.31.42,6,1316
1775493170.3053637,192.168.31.42,185.199.111.154,6,54
1775493170.3063638,192.168.31.42,185.199.111.154,6,54
1775493170.309363,185.199.111.154,192.168.31.42,6,1316
1775493170.3213644,185.199.111.154,192.168.31.42,6,1316
1775493170.3263648,185.199.111.154,192.168.31.42,6,1316
1775493170.3113658,185.199.111.154,192.168.31.42,6,1316
1775493170.3363645,185.199.111.154,192.168.31.42,6,1316
1775493170.339366,185.199.111.154,192.168.31.42,6,1316
1775493170.349363,192.168.31.42,185.199.111.154,6,54
1775493170.349363,185.199.111.154,192.168.31.42,6,1316
1775493170.3583643,185.199.111.154,192.168.31.42,6,1316
1775493170.3603654,185.199.111.154,192.168.31.42,6,1316
1775493170.367365,185.199.111.154,192.168.31.42,6,1316

1775493170.3743644,192.168.31.42,185.199.111.154,6,54
1775493170.3743644,185.199.111.154,192.168.31.42,6,1316
1775493170.3813658,185.199.111.154,192.168.31.42,6,1316
1775493170.383367,185.199.111.154,192.168.31.42,6,1316
1775493170.3883638,185.199.111.154,192.168.31.42,6,1316
1775493170.3903656,185.199.111.154,192.168.31.42,6,1316
1775493170.3933637,185.199.111.154,192.168.31.42,6,1316
1775493170.398365,185.199.111.154,192.168.31.42,6,1316
1775493170.4013636,192.168.31.42,185.199.111.154,6,54
1775493170.4033635,185.199.111.154,192.168.31.42,6,1316
1775493170.4093676,185.199.111.154,192.168.31.42,6,1316
1775493170.4103649,185.199.111.154,192.168.31.42,6,1316
1775493170.4173653,185.199.111.154,192.168.31.42,6,1316
1775493170.422364,192.168.31.42,185.199.111.154,6,54

1775493170.4293642,185.199.111.154,192.168.31.42,6,1316
1775493170.4293642,185.199.111.154,192.168.31.42,6,1316
1775493170.4443667,185.199.111.154,192.168.31.42,6,1316
1775493170.453367,185.199.111.154,192.168.31.42,6,1316
1775493170.4643636,185.199.111.154,192.168.31.42,6,1316
1775493170.4613671,185.199.111.154,192.168.31.42,6,1316
1775493170.4693654,185.199.111.154,192.168.31.42,6,1316
1775493170.4753664,185.199.111.154,192.168.31.42,6,1316
1775493170.482363,192.168.31.42,185.199.111.154,6,54
1775493170.485365,185.199.111.154,192.168.31.42,6,1316
1775493170.4913664,185.199.111.154,192.168.31.42,6,1316
1775493170.487366,192.168.31.42,185.199.111.154,6,54
1775493170.4963634,185.199.111.154,192.168.31.42,6,1316
1775493170.503364,185.199.111.154,192.168.31.42,6,1316
1775493170.502363,185.199.111.154,192.168.31.42,6,1316
1775493170.5323646,185.199.111.154,192.168.31.42,6,1316
1775493170.5373657,185.199.111.154,192.168.31.42,6,1316
1775493170.538364,185.199.111.154,192.168.31.42,6,1316
1775493170.5443628,185.199.111.154,192.168.31.42,6,1316
1775493170.5493653,192.168.31.42,185.199.111.154,6,54
1775493170.5523677,192.168.31.42,185.199.111.154,6,54
1775493170.557365,185.199.111.154,192.168.31.42,6,1316
1775493170.559366,185.199.111.154,192.168.31.42,6,1316
1775493170.564365,185.199.111.154,192.168.31.42,6,1316
1775493170.5673661,185.199.111.154,192.168.31.42,6,1316
1775493170.5693626,185.199.111.154,192.168.31.42,6,1316
1775493170.5723634,185.199.111.154,192.168.31.42,6,1316
1775493170.5753639,185.199.111.154,192.168.31.42,6,1316
1775493170.5813625,185.199.111.154,192.168.31.42,6,1316
1775493170.582367,185.199.111.154,192.168.31.42,6,1316
1775493170.586365,185.199.111.154,192.168.31.42,6,1316
1775493170.5883625,192.168.31.42,185.199.111.154,6,54
1775493170.5913663,185.199.111.154,192.168.31.42,6,1316
1775493170.5933666,185.199.111.154,192.168.31.42,6,1316
1775493170.5993636,185.199.111.154,192.168.31.42,6,1316
1775493170.600363,185.199.111.154,192.168.31.42,6,1316
1775493170.6043615,185.199.111.154,192.168.31.42,6,1316
1775493170.605362,185.199.111.154,192.168.31.42,6,1316
1775493170.6103637,185.199.111.154,192.168.31.42,6,1316
1775493170.6103637,185.199.111.154,192.168.31.42,6,1316
1775493170.6163628,185.199.111.154,192.168.31.42,6,1316
1775493170.6243641,185.199.111.154,192.168.31.42,6,1316
1775493170.6213646,185.199.111.154,192.168.31.42,6,1316
1775493170.6333623,185.199.111.154,192.168.31.42,6,1316
1775493170.635365,185.199.111.154,192.168.31.42,6,1316
1775493170.6393666,192.168.31.42,185.199.111.154,6,54
1775493170.6403646,192.168.31.42,185.199.111.154,6,54
1775493170.6443608,185.199.111.154,192.168.31.42,6,1316
1775493170.6483645,185.199.111.154,192.168.31.42,6,1316
1775493170.6523619,185.199.111.154,192.168.31.42,6,1316
1775493170.653366,185.199.111.154,192.168.31.42,6,1316
1775493170.6563625,185.199.111.154,192.168.31.42,6,1316
1775493170.658365,185.199.111.154,192.168.31.42,6,1316
1775493170.6653655,192.168.31.42,185.199.111.154,6,54

1775493170.6693625,192.168.31.42,185.199.111.154,6,54
1775493170.6693625,192.168.31.42,185.199.111.154,6,54
1775493170.6743655,185.199.111.154,192.168.31.42,6,1316
1775493170.6743655,185.199.111.154,192.168.31.42,6,1316
1775493170.680365,185.199.111.154,192.168.31.42,6,1316
1775493170.6813638,185.199.111.154,192.168.31.42,6,1316
1775493170.6853666,185.199.111.154,192.168.31.42,6,1316
1775493170.6863651,185.199.111.154,192.168.31.42,6,1316
1775493170.6903646,185.199.111.154,192.168.31.42,6,1316
1775493170.6913657,192.168.31.42,185.199.111.154,6,54
1775493170.6983652,185.199.111.154,192.168.31.42,6,1316
1775493170.7003658,185.199.111.154,192.168.31.42,6,1316
1775493170.7033648,185.199.111.154,192.168.31.42,6,1316
1775493170.7053633,185.199.111.154,192.168.31.42,6,1316
1775493170.707362,185.199.111.154,192.168.31.42,6,1316
1775493170.7103627,185.199.111.154,192.168.31.42,6,1316
1775493170.7133617,185.199.111.154,192.168.31.42,6,1316
1775493170.718363,192.168.31.42,185.199.111.154,6,54
1775493170.718363,185.199.111.154,192.168.31.42,6,1316
1775493170.7233634,185.199.111.154,192.168.31.42,6,1316
1775493170.7233634,185.199.111.154,192.168.31.42,6,1316
1775493170.7303653,185.199.111.154,192.168.31.42,6,1316
1775493170.7313635,185.199.111.154,192.168.31.42,6,1316
1775493170.7363627,185.199.111.154,192.168.31.42,6,1316
1775493170.7403631,185.199.111.154,192.168.31.42,6,1316
1775493170.7403631,185.199.111.154,192.168.31.42,6,1316
1775493170.7483625,185.199.111.154,192.168.31.42,6,1316
1775493170.7523634,192.168.31.42,185.199.111.154,6,54
1775493170.7533622,185.199.111.154,192.168.31.42,6,1316
1775493170.757362,192.168.31.42,185.199.111.154,6,54
1775493170.7583616,185.199.111.154,192.168.31.42,6,1316
1775493170.7633636,185.199.111.154,192.168.31.42,6,1316
1775493170.7643676,185.199.111.154,192.168.31.42,6,1316
1775493170.7703652,185.199.111.154,192.168.31.42,6,1316
1775493170.7693639,185.199.111.154,192.168.31.42,6,1316
1775493170.7753646,185.199.111.154,192.168.31.42,6,1316
1775493170.7753646,185.199.111.154,192.168.31.42,6,1316
1775493170.7823632,192.168.31.42,185.199.111.154,6,54
1775493170.7823632,185.199.111.154,192.168.31.42,6,1316
1775493170.7873635,185.199.111.154,192.168.31.42,6,1316
1775493170.7873635,185.199.111.154,192.168.31.42,6,1316
1775493170.7913632,192.168.31.42,185.199.111.154,6,54

1775493170.7973645,185.199.111.154,192.168.31.42,6,1316
1775493170.8023627,192.168.31.42,185.199.111.154,6,54
1775493170.803364,185.199.111.154,192.168.31.42,6,1316
1775493170.8083627,185.199.111.154,192.168.31.42,6,1316
1775493170.814364,185.199.111.154,192.168.31.42,6,1316
1775493170.814364,185.199.111.154,192.168.31.42,6,1316
1775493170.8183634,185.199.111.154,192.168.31.42,6,1316
1775493170.8183634,185.199.111.154,192.168.31.42,6,1316
1775493170.823365,192.168.31.42,185.199.111.154,6,54

1775493170.8293626,185.199.111.154,192.168.31.42,6,1316
1775493170.8293626,185.199.111.154,192.168.31.42,6,1316
1775493170.833365,192.168.31.42,185.199.111.154,6,54
1775493170.8343637,185.199.111.154,192.168.31.42,6,1316
1775493170.8413625,192.168.31.42,185.199.111.154,6,54
1775493170.8443632,185.199.111.154,192.168.31.42,6,1316
1775493170.8513637,185.199.111.154,192.168.31.42,6,1316
1775493170.8523674,185.199.111.154,192.168.31.42,6,1316
1775493170.8563638,185.199.111.154,192.168.31.42,6,1316
1775493170.8563638,185.199.111.154,192.168.31.42,6,1316
1775493170.8613632,185.199.111.154,192.168.31.42,6,1316
1775493170.862366,192.168.31.42,185.199.111.154,6,54
1775493170.8673658,185.199.111.154,192.168.31.42,6,1316
1775493170.8713655,185.199.111.154,192.168.31.42,6,1316
1775493170.8763647,185.199.111.154,192.168.31.42,6,1316
1775493170.8813646,185.199.111.154,192.168.31.42,6,1316
1775493170.8813646,185.199.111.154,192.168.31.42,6,1316
1775493170.8853645,192.168.31.42,185.199.111.154,6,54
1775493170.886363,185.199.111.154,192.168.31.42,6,1316
1775493170.8903627,185.199.111.154,192.168.31.42,6,1316
1775493170.891361,185.199.111.154,192.168.31.42,6,1316
1775493170.894361,185.199.111.154,192.168.31.42,6,1316
1775493170.8973634,185.199.111.154,192.168.31.42,6,54
1775493170.8983629,192.168.31.42,185.199.111.154,6,54
1775493170.9013643,185.199.111.154,192.168.31.42,6,54
1775493170.902364,185.199.111.154,192.168.31.42,6,1316
1775493170.906362,192.168.31.42,185.199.111.154,6,54
1775493170.906362,185.199.111.154,192.168.31.42,6,1316
1775493170.9113631,192.168.31.42,185.199.111.154,6,54
1775493170.9113631,185.199.111.154,192.168.31.42,6,1316
1775493170.9163623,185.199.111.154,192.168.31.42,6,1316
1775493170.9173613,192.168.31.42,185.199.111.154,6,54
1775493170.922365,185.199.111.154,192.168.31.42,6,1316
1775493170.921361,185.199.111.154,192.168.31.42,6,1316
1775493170.9293618,185.199.111.154,192.168.31.42,6,1316
1775493170.9323647,185.199.111.154,192.168.31.42,6,1316
1775493170.9343655,185.199.111.154,192.168.31.42,6,1316
1775493170.9383633,192.168.31.42,185.199.111.154,6,54
1775493170.9373665,192.168.31.42,185.199.111.154,6,54
1775493170.942362,185.199.111.154,192.168.31.42,6,1316
1775493170.9433627,185.199.111.154,192.168.31.42,6,1316
